text,label,model
"[26, 127, 0, 2616, 1, 27, 10, 813, 27, 60, 131, 1221, 225, 1, 133, 4, 2, 3676, 16, 40, 0, 7, 957, 5, 0, 1, 27, 123, 36, 1221, 2643, 7, 10, 127, 293, 1, 131, 26, 1006, 19, 36, 2616, 225, 1]",0,0.0
"[20, 38, 0, 18, 5, 534, 817, 3, 3343, 49, 1230, 130, 3, 689, 35, 163, 1, 11, 0, 55, 3487, 4, 226, 114, 1, 1, 1, 11, 101, 80, 11, 66, 3, 1676, 3, 13, 64, 53, 203, 114, 19, 57, 1, 24, 366, 180, 0, 1021, 0, 57, 75, 22, 11, 1386, 1, 180, 3735, 3, 0, 2, 0, 1, 2, 191, 871, 0, 57, 3, 11, 391, 4, 0, 180, 0, 6, 0, 360, 57, 1, 29, 30, 69, 3, 11, 66, 46, 8, 37, 101, 80, 11, 77, 1, 164, 245, 3, 164, 0, 245, 1, 21, 2380, 0, 486, 1, 12, 226, 6, 0, 12, 11, 2024, 4, 0, 1, 1, 1, 7, 137, 74, 68, 3, 2, 1340, 0, 12, 27, 102, 3387, 9, 36, 590, 1, 13, 10, 53, 68, 0, 1, 36, 2916, 24, 57, 16, 39, 0, 1]",1,8.0
"[20, 38, 2, 106, 8, 15, 262, 229, 3912, 1, 20, 8, 154, 0, 0, 3, 265, 0, 7, 44, 2, 25, 1143, 8, 8, 12, 74, 108, 5, 204, 4949, 32, 601, 1, 307, 20, 8, 154, 44, 410, 5, 70, 1516, 2, 106, 8, 15, 229, 3912, 1, 0, 6, 2, 106, 111, 15, 229, 3912, 50, 0, 1445, 212, 57, 19, 4324, 4675, 0, 3, 3630, 3, 3897, 1, 151, 3, 2, 0, 10, 4033, 16, 142, 5, 1113, 1996, 1, 18, 2, 0, 2764, 3, 14, 10, 422, 22, 99, 0, 105, 7, 133, 33, 12, 0, 9, 333, 144, 1, 55, 1752, 500, 3, 55, 775, 314, 326, 1, 888, 9, 5, 0, 1098, 0, 33, 5, 0, 1125, 16, 99, 4574, 3, 105, 73, 1371, 13, 10, 467, 6, 2543, 7, 2691, 16, 319, 3626, 7, 0, 1, 99, 11, 490, 327, 10, 2379, 4, 148, 57, 52, 3, 105, 14, 26, 3742, 24, 801, 0, 0, 2, 191, 113, 11, 3285, 86, 0, 1, 99, 203, 24, 57, 3, 0, 3, 105, 10, 2, 209, 3, 24, 0, 0, 12, 170, 191, 1, 11, 0, 54, 39, 0, 7, 337, 4, 2, 0, 98, 3, 2822, 7, 0, 3, 18, 2, 0, 848, 1, 99, 34, 149, 174, 3, 0, 13, 111, 15, 352, 895, 3, 111, 105, 11, 23, 3, 0, 0, 9, 30, 920, 0, 524, 1]",1,8.0
"[2, 216, 3148, 35, 40, 2710, 6, 0, 698, 9, 2358, 8, 15, 1538, 0, 96, 846, 2927, 18, 404, 22, 350, 1897, 4, 1207, 5, 0, 1228, 136, 2, 1488, 1, 2, 0, 96, 132, 23, 9, 5, 230, 12, 13, 26, 832, 403, 264, 4, 1992, 5, 0, 1228, 9, 2, 1030, 156, 1664, 33, 2, 2710, 1, 2, 671, 64, 3024, 1516, 145, 4068, 3, 201, 67, 3, 13, 23, 1, 2, 96, 132, 87, 23, 13, 26, 832, 2, 0, 6, 53, 1467, 7, 0, 9, 2, 0, 156, 1664, 33, 2, 2710, 1, 2, 216, 3148, 35, 2, 2710, 3, 73, 328, 9, 1075, 3, 41, 44, 2510, 0, 9, 617, 517, 1, 2, 1141, 6, 2, 1973, 32, 44, 292, 9, 2, 0, 189, 3, 130, 1640, 67, 32, 341, 1, 0, 3, 2, 96, 8, 15, 1370, 185, 3, 41, 87, 44, 1664, 3, 19, 580, 67, 1824, 35, 2, 1488, 1, 0, 698, 17, 5, 4932, 4034, 12, 0, 2, 0, 1, 13, 77, 488, 254, 0, 7, 0, 2936, 3, 7, 77, 679, 4, 216, 1, 2, 1608, 17, 0, 143, 1630, 19, 2, 799, 47, 89, 372, 0, 6, 40, 3192, 167, 1]",0,1.0
"[2414, 745, 0, 0, 41, 3360, 2374, 72, 319, 5, 0, 45, 1036, 132, 444, 214, 0, 7, 0, 1, 72, 14, 2194, 21, 84, 983, 16, 782, 0, 0, 9, 559, 8, 15, 0, 2190, 24, 782, 0, 9, 2, 1744, 2535, 655, 3, 2, 401, 1139, 347, 2450, 21, 152, 1377, 1850, 129, 7, 4580, 12, 1377, 19, 21, 212, 363, 1, 2, 0, 17, 422, 22, 5, 0, 3, 29, 97, 32, 214, 13, 5, 0, 0, 9, 2313, 1, 0, 171, 4, 1379, 7, 1026, 2, 0, 10, 75, 5, 644, 0, 4, 39, 0, 258, 0, 29, 2, 1036, 132, 17, 1446, 4, 1100, 0, 16, 766, 0, 2419, 1, 1036, 2030, 641, 0, 0, 603, 18, 1379, 12, 56, 10, 55, 221, 16, 0, 8, 15, 0, 1, 0, 8, 15, 0, 17, 5, 0, 0, 3, 0, 3, 27, 23, 1, 56, 8, 15, 55, 221, 16, 0, 18, 2, 805, 1121, 1, 782, 0, 8, 15, 0, 1535, 0, 0, 4427, 0, 3, 49, 0, 4, 0, 478, 5, 2318, 497, 3, 59, 14, 1136, 4, 1472, 495, 2, 763, 1, 13, 17, 3633, 4, 5, 1036, 0, 14, 1230, 127, 3, 127, 159, 3, 0, 23, 1, 11, 173, 0, 77, 31, 561, 102, 1, 13, 17, 4938, 0, 182, 1, 287, 3, 2, 757, 4036, 394, 214, 16, 1744, 350, 4, 0, 0, 1, 30, 0, 17, 3453, 5, 0, 422, 0, 0, 7, 42, 1695, 2, 170, 565, 6, 3057, 4, 31, 2267, 129, 33, 2, 350, 22, 80, 0, 26, 119, 2, 0, 0, 1377, 0, 3, 82, 177, 1288, 1, 0, 0, 23, 9, 5, 230, 18, 404, 1, 30, 0, 10, 823, 33, 5, 0, 3522, 0, 49, 41, 0, 21, 0, 6, 0, 3, 0, 2, 0, 7, 4036, 2550, 1, 13, 17, 0, 12, 142, 5, 0, 0, 60, 122, 142, 40, 0, 7, 0, 0, 9, 429, 6, 0, 6, 843, 6, 0, 1, 56, 165, 31, 55, 228, 16, 142, 0, 7, 0, 9, 2030, 7, 42, 1695, 12, 2, 1744, 2535, 655, 264, 22, 159, 22, 2, 140, 64, 304, 0, 2, 2176, 3057, 1, 2, 0, 41, 445, 4, 1106, 18, 2, 795, 3, 29, 619, 499, 292, 12, 2, 1744, 805, 1033, 60, 2208, 13, 1, 30, 1772, 8, 37, 2, 84, 69, 0, 76, 49, 41, 598, 16, 2, 2154, 6, 0, 3, 333, 1993, 3, 2351, 7, 3409, 9, 5, 0, 1659, 76, 41, 44, 781, 9, 2374, 1, 14, 2642, 2, 0, 6, 0, 0, 482, 4, 21, 372, 1185, 7, 10, 4061, 52, 6, 2, 1070, 106, 609, 33, 1139, 72, 14, 1649, 0, 124, 1301, 0, 0, 24, 0, 202, 5, 2134, 136, 703, 1, 0, 10, 348, 2251, 16, 865, 2126, 33, 2, 1036, 805, 4434, 3, 7, 9, 873, 14, 606, 21, 347, 4920, 1, 14, 26, 44, 205, 6, 1139, 8, 15, 757, 0, 3325, 9, 2861, 1, 24, 333, 1993, 14, 1649, 397, 1197, 4, 1178, 7, 10, 2251, 33, 2, 1971, 734, 16, 2679, 251, 1, 0, 17, 102, 595, 16, 21, 2115, 1744, 734, 3, 387, 212, 2351, 9, 892, 959, 16, 5, 0, 357, 4, 1093, 734, 0, 0, 1, 14, 0, 75, 5, 146, 56, 113, 125, 4, 2292, 16, 5, 0, 3760, 19, 0, 3, 73, 414, 5, 262, 0, 0, 5, 543, 1, 2, 0, 26, 5, 929, 402, 4, 21, 69, 24, 782, 0, 3, 73, 10, 0, 33, 2, 216, 6, 21, 1853, 9, 1075, 1, 2, 782, 0, 267, 10, 21, 84, 2231, 161, 377, 955, 3, 7, 14, 2194, 21, 84, 1893, 16, 2, 734, 9, 58, 10, 21, 3519, 0, 1, 782, 0, 3, 73, 0, 1535, 3063, 0, 30, 431, 72, 5, 1683, 529, 6, 1212, 3, 17, 0, 9, 2, 0, 0, 1]",1,8.0
"[466, 5, 70, 1242, 6, 3930, 1, 34, 43, 311, 29, 27, 220, 27, 60, 1237, 1174, 1, 27, 246, 81, 9, 36, 4129, 22, 5, 983, 1, 72, 398, 376, 3368, 54, 4965, 1174, 1, 27, 830, 475, 2, 3930, 218, 1]",1,8.0
"[2937, 43, 1555, 33, 2, 330, 971, 2785, 24, 2, 1703, 257, 3554, 3, 19, 160, 4984, 12, 13, 0, 2, 1200, 257, 3554, 1, 0, 324, 8, 15, 853, 9, 1091, 636, 330, 0, 3, 19, 1818, 3, 0, 0, 24, 82, 0, 3, 676, 2421, 2, 723, 846, 33, 4385, 2412, 8, 15, 4348, 853, 24, 2, 0, 1, 160, 2937, 1385, 2, 3553, 7, 0, 6, 2, 0, 3, 19, 97, 0, 13, 0, 4, 2, 1249, 971, 6, 2, 0, 1, 287, 3, 28, 53, 939, 3, 19, 1826, 2151, 0, 0, 0, 2, 0, 22, 127, 1249, 971, 1]",0,7.0
"[1870, 8, 15, 0, 1108, 10, 2486, 35, 5, 2739, 1, 36, 0, 741, 10, 143, 0, 0, 18, 0, 1, 72, 299, 6, 2, 1031, 741, 3, 1870, 171, 428, 35, 21, 274, 4, 203, 4, 2347, 9, 1002, 6, 3097, 1, 9, 150, 3, 2, 4660, 0, 133, 1031, 19, 0, 1078, 7, 1081, 533, 202, 5, 741, 35, 0, 0, 4, 2347, 3, 581, 3, 12, 10, 712, 4, 32, 522, 81, 4, 581, 4, 2952, 1, 2, 716, 86, 2, 488, 6, 2, 2498, 10, 3024, 2141, 9, 681, 33, 0, 350, 3, 29, 2, 84, 652, 1212, 43, 1193, 9, 150, 1, 18, 369, 3, 2, 233, 3472, 822, 246, 2, 326, 6, 0, 9, 2, 638, 24, 0, 3, 35, 0, 18, 2, 0, 638, 4, 0, 18, 82, 262, 1433, 4, 1296, 2, 488, 6, 2, 1143, 1, 0, 4171, 23, 2, 488, 6, 2, 1143, 26, 28, 44, 1427, 1, 2, 2175, 3, 5, 2575, 6, 0, 4171, 3, 2684, 581, 8, 15, 1009, 6, 927, 3472, 1, 350, 984, 5, 230, 436, 2809, 3528, 33, 2, 0, 250, 12, 13, 17, 1293, 0, 4, 792, 2, 488, 6, 741, 0, 8, 15, 0, 1, 2, 1002, 16, 2, 638, 328, 61, 456, 5, 1, 83, 1, 18, 559, 72, 5, 883, 1400, 223, 100, 2043, 2366, 24, 5, 314, 0, 24, 2, 0, 0, 877, 1, 0, 264, 23, 2, 2767, 8, 0, 26, 44, 4668, 22, 5, 624, 6, 1683, 4130, 223, 2, 100, 2043, 1, 2427, 0, 0, 347, 0, 1, 3, 5, 2575, 6, 0, 0, 249, 3, 10, 482, 4, 3510, 24, 2, 877, 2645, 9, 0, 0, 24, 145, 0, 1, 0, 568, 0, 0, 3, 1736, 24, 2, 2175, 8, 15, 499, 618, 9, 0, 1911, 3, 9, 581, 3, 1354, 12, 2, 741, 10, 135, 4379, 1, 14, 23, 140, 60, 116, 143, 53, 2, 444, 0, 7, 391, 4, 178, 52, 130, 2, 1489, 6, 2, 638, 133, 1, 2, 0, 17, 2, 156, 0, 0, 4660, 0, 7, 61, 0, 6, 2825, 38, 3329, 5, 0, 0, 3, 14, 23, 1, 80, 12, 741, 17, 437, 114, 90, 3, 42, 690, 12, 2, 2767, 38, 3009, 12, 34, 558, 12, 2, 0, 17, 4, 31, 504, 4, 5, 268, 6, 179, 89, 0, 169, 3, 0, 23, 1, 80, 42, 66, 28, 178, 12, 3, 124, 13, 60, 516, 2, 741, 17, 125, 4, 31, 1260, 90, 1, 2, 107, 1, 15, 1, 132, 41, 2684, 1683, 4130, 223, 2, 638, 8, 15, 2767, 7, 2, 1158, 709, 1, 581, 41, 1067, 1505, 1503, 361, 24, 82, 640, 0, 7, 2973, 468, 3922, 4, 391, 4, 178, 2, 488, 6, 2, 0, 1, 2, 4660, 0, 7, 0, 0, 3, 2149, 35, 0, 4, 2347, 90, 681, 1290, 3, 0, 3, 38, 1552, 4, 669, 18, 150, 2401, 1, 1078, 148, 51, 3737, 18, 5, 0, 752, 6, 2, 638, 3, 0, 698, 3, 139, 1078, 38, 410, 3737, 18, 40, 0, 9, 40, 2311, 496, 698, 1, 2, 638, 17, 4620, 19, 2401, 67, 7, 2193, 3375, 17, 0, 1, 532, 2, 1354, 0, 17, 2, 0, 1093, 282, 265, 117, 1007, 3, 59, 27, 197, 134, 35, 5, 0, 1585, 1, 2, 84, 104, 2043, 706, 0, 10, 5, 2415, 257, 3, 292, 4, 31, 5, 364, 6, 956, 1, 55, 45, 422, 4, 32, 569, 18, 2, 4660, 0, 9, 2, 370, 204, 110, 1, 2, 1158, 506, 9, 2, 536, 400, 6, 741, 3, 40, 0, 12, 10, 2070, 33, 0, 350, 1, 1115, 0, 494, 1118, 18, 2, 638, 818, 13, 2667, 3862, 7, 124, 458, 113, 13, 1144, 567, 7, 3047, 35, 0, 1, 107, 1, 15, 1, 350, 484, 1411, 6, 2, 1158, 709, 1, 53, 29, 2, 45, 329, 18, 2, 0, 17, 40, 1789, 326, 3, 2805, 114, 4, 2, 0, 1, 444, 1938, 289, 8, 37, 887, 2, 263, 1, 100, 6, 2, 2927, 0, 35, 2, 638, 8, 15, 84, 1433, 3, 495, 5, 424, 18, 562, 3, 43, 35, 5, 107, 1, 15, 1, 308, 0, 3, 2, 0, 292, 559, 1, 30, 978, 215, 1165, 8, 37, 3688, 109, 181, 1541, 10, 2455, 33, 2, 638, 1, 1723, 3, 2427, 2530, 17, 1446, 74, 108, 2298, 1175, 4, 200, 0, 2, 96, 6, 82, 0, 3, 592, 19, 4660, 8, 15, 2095, 0, 618, 3, 4, 2966, 2, 3044, 6, 2, 1158, 1, 2, 638, 10, 1285, 223, 4588, 4, 4286, 67, 76, 0, 1078, 7, 909, 1081, 446, 76, 59, 13, 561, 2149, 681, 728, 7, 133, 86, 5, 96, 6, 1229, 3, 23, 5, 167, 1999, 19, 2, 716, 49, 508, 8, 37, 176, 4, 31, 1427, 1]",0,3.0
"[5, 0, 284, 4, 896, 18, 5, 381, 824, 1, 5, 0, 284, 4, 896, 18, 5, 381, 824, 3, 29, 34, 43, 28, 3859, 9, 2, 189, 1]",0,1.0
"[10, 182, 1029, 72, 147, 1, 14, 465, 4, 1696, 2, 147, 18, 69, 1, 5, 258, 475, 65, 5, 1685, 4, 2, 633, 1, 14, 435, 2, 633, 7, 123, 4, 715, 1, 133, 114, 4, 147, 18, 69, 1]",0,4.0
"[109, 60, 20, 1785, 4770, 655, 4, 327, 49, 41, 131, 598, 2, 267, 113, 50]",1,8.0
"[18, 2, 170, 88, 12, 177, 1398, 324, 1136, 4, 2, 936, 61, 622, 2772, 0, 484, 5, 1408, 302, 1172, 18, 2, 0, 257, 314, 537, 197, 52, 19, 82, 219, 1995, 3, 0, 3, 0, 2353, 63, 0, 62, 3, 0, 0, 82, 219, 2768, 1, 2, 659, 2353, 17, 0, 1075, 812, 3, 1356, 3, 7, 41, 55, 0, 1848, 47, 1630, 1374, 18, 13, 1, 82, 156, 0, 4332, 50, 5, 1982, 2020, 6, 1781, 18, 1146, 580, 3, 73, 103, 1, 153, 4, 2441, 1435, 33, 5, 706, 3119, 0, 3, 2, 1094, 4948, 247, 3, 0, 0, 6, 515, 1005, 88, 1, 9, 82, 640, 1297, 1199, 3, 4263, 0, 61, 247, 1, 0, 6, 12, 1, 287, 3, 6, 2, 247, 1, 0, 6, 2, 1118, 3, 92, 2678, 1, 0, 17, 616, 4638, 16, 925, 1, 2, 2764, 869, 17, 12, 4263, 0, 226, 24, 2678, 1, 0, 6, 2, 106, 8, 15, 1739, 9, 3376, 51, 0, 8, 15, 557, 108, 45, 205, 9, 5, 340, 1, 246, 198, 138, 3, 80, 5, 2041, 4233, 48, 3259, 2, 1115, 1944, 60, 31, 3259, 33, 40, 400, 2746, 108, 5, 0, 18, 12, 4233, 48, 1, 7, 3, 676, 2256, 393, 12, 752, 3, 2, 4263, 3320, 82, 0, 0, 3719, 6, 511, 640, 3693, 4, 0, 378, 195, 1, 4263, 3693, 19, 159, 90, 722, 303, 893, 9, 295, 4, 1286, 82, 640, 1297, 1199, 1, 9, 180, 112, 3, 4263, 210, 28, 7, 64, 28, 192, 5, 1655, 19, 5, 640, 1297, 440, 4, 748, 12, 440, 4, 66, 58, 4263, 17, 973, 4047, 33, 195, 35, 389, 1, 179, 0, 38, 40, 502, 205, 6, 2, 157, 7, 0, 645, 136, 2617, 3, 0, 1173, 3664, 3, 7, 417, 49, 0, 120, 1085, 7, 0, 314, 1, 254, 993, 4, 179, 4456, 1941, 1, 2, 2353, 2066, 33, 0, 2, 1007, 801, 3, 2263, 630, 18, 70, 344, 7, 753, 3, 0, 3, 7, 2294, 12, 2, 4263, 78, 28, 32, 2, 2886, 47, 2, 0, 4, 1002, 4, 2966, 0, 0, 7, 1117, 81, 19, 2, 1731, 1, 2, 4263, 124, 2985, 42, 66, 28, 271, 4, 0, 927, 4320, 16, 2, 0, 6, 257, 314, 254, 38, 0, 4, 49, 42, 38, 22, 808, 1, 4263, 77, 7, 64, 772, 4, 1286, 82, 1757, 9, 5, 1935, 12, 0, 254, 1, 7, 109, 3, 0, 342, 3, 434, 40, 378, 8, 15, 3381, 31, 2494, 4644, 54, 9, 5, 0, 12, 17, 0, 3118, 5, 640, 1521, 50, 16, 1344, 3, 5, 157, 167, 434, 31, 0, 0, 18, 40, 3381, 4, 47, 35, 5, 3691, 640, 1516, 3, 47, 5, 167, 9, 2, 157, 434, 31, 9, 1630, 19, 5, 422, 1638, 1516, 1, 9, 164, 473, 3, 0, 3140, 2863, 33, 2, 544, 382, 9, 0, 19, 2, 773, 6, 257, 1297, 7, 2315, 33, 2, 640, 1297, 2772, 48, 38, 239, 4, 864, 2, 3088, 6, 2, 157, 167, 1, 179, 0, 3140, 470, 2, 0, 3, 0, 3, 7, 0, 6, 95, 107, 1, 15, 1, 167, 515, 0, 0, 202, 1757, 2141, 3987, 4, 752, 0, 1, 6, 567, 3, 87, 18, 369, 3, 2, 3596, 1435, 40, 0, 35, 5, 2353, 0, 33, 0, 0, 1579, 12, 2, 4263, 41, 2, 1012, 4, 1002, 808, 8, 0, 1997, 0, 973, 35, 389, 68, 1, 2, 2353, 87, 2294, 752, 0, 6, 2, 640, 1297, 2772, 0, 493, 1938, 0, 58, 1990, 2, 2, 132, 2, 647, 4, 3433, 0, 0, 1, 24, 2, 244, 6, 2, 2353, 3, 2, 4263, 87, 2985, 12, 13, 41, 4411, 0, 35, 5, 326, 6, 132, 0, 0, 967, 60, 0, 19, 0, 87, 17, 236, 4, 140, 973, 1, 22, 2, 4263, 0, 1, 9, 1017, 4, 4263, 8, 15, 0, 0, 3, 4263, 2851, 38, 0, 4, 215, 59, 34, 368, 4263, 17, 28, 3, 47, 150, 28, 31, 3, 1959, 0, 19, 195, 3, 810, 3, 47, 3031, 1, 30, 0, 17, 205, 6, 2, 2352, 7, 0, 6, 4263, 1, 80, 4263, 17, 28, 1959, 9, 3371, 19, 195, 3, 810, 3, 47, 3031, 3, 4263, 64, 215, 143, 82, 2095, 7, 0, 1297, 0, 0, 3, 1286, 0, 4, 558, 2, 0, 488, 3, 7, 122, 2176, 0, 4, 3513, 2628, 1, 30, 215, 2881, 1019, 18, 0, 1, 3919, 951, 0, 1, 1462, 1]",1,8.0
"[34, 174, 2, 0, 3615, 6, 126, 324, 22, 5, 0, 658, 64, 31, 623, 35, 2, 0, 633, 4, 2, 193, 14, 3237, 139, 540, 9, 2, 185, 1]",1,8.0
"[1457, 899, 74, 108, 34, 0, 16, 59, 2, 0, 1454, 1066, 2365, 3, 3210, 0, 1, 21, 245, 43, 1434, 9, 523, 3, 7, 21, 1424, 10, 0, 1, 0, 243, 12, 0, 10, 28, 85, 95, 89, 282, 9, 2, 575, 3, 28, 9, 95, 138, 12, 0, 1, 277, 307, 1, 27, 10, 75, 5, 70, 450, 3, 540, 9, 2, 0, 6, 36, 185, 18, 2, 0, 6, 0, 185, 1, 36, 483, 43, 1683, 3, 68, 27, 1951, 19, 45, 6, 36, 0, 1, 36, 418, 3, 5, 860, 6, 3245, 3, 435, 36, 35, 2, 524, 27, 10, 668, 1, 27, 7, 0, 26, 44, 412, 16, 90, 1484, 110, 1, 0, 26, 137, 44, 1519, 61, 336, 5, 639, 7, 0, 5, 0, 59, 36, 364, 341, 1, 0, 26, 36, 219, 2225, 3, 6, 5, 204, 430, 12, 27, 26, 1248, 2, 639, 3, 7, 2, 69, 59, 14, 266, 36, 54, 4, 21, 2159, 1, 29, 307, 3, 307, 3, 27, 10, 1442, 130, 27, 8, 207, 798, 2, 117, 1484, 110, 6, 36, 144, 1]",0,0.0
"[10, 689, 377, 16, 147, 1, 14, 10, 46, 8, 37, 2015, 964, 4, 2, 1739, 1825, 1, 14, 780, 54, 776, 40, 1088, 184, 1183, 1, 21, 231, 1082, 129, 18, 2, 138, 4, 147, 1, 26, 4, 457, 16, 200, 1]",0,6.0
"[1667, 4798, 0, 1, 63, 861, 3, 0, 62, 1368, 861, 3, 13, 8, 15, 69, 20, 1166, 2, 253, 6, 109, 11, 601, 79, 0, 1, 13, 53, 235, 114, 9, 959, 1, 63, 861, 3, 0, 62, 79, 3864, 0, 7, 0, 0, 26, 44, 540, 19, 157, 9, 4978, 1, 79, 3864, 0, 10, 0, 157, 16, 3593, 24, 2, 875, 0, 1, 63, 0, 62, 30, 17, 125, 4, 31, 0, 1, 63, 0, 62, 58, 17, 50, 63, 861, 62, 21, 70, 1804, 0, 1, 63, 0, 62, 0, 3, 861, 1, 5, 0, 17, 163, 5, 0, 210, 16, 286, 1, 1, 1, 63, 0, 0, 62, 1736, 6, 3, 4431, 57, 16, 5, 524, 1, 63, 0, 62, 11, 8, 207, 182, 85, 4, 91, 65, 18, 39, 0, 943, 7, 0, 145, 1]",1,8.0
"[13, 8, 15, 5, 2797, 505, 223, 100, 0, 332, 1, 2, 505, 16, 2, 302, 172, 17, 184, 573, 4, 457, 3, 19, 254, 2204, 0, 24, 0, 298, 3, 5, 70, 838, 620, 0, 299, 2506, 825, 1, 2, 1828, 6, 247, 3, 201, 3859, 1422, 3, 2141, 90, 2, 1214, 3, 128, 12, 0, 317, 1943, 4892, 1304, 779, 9, 0, 6, 2, 896, 3, 139, 935, 317, 1943, 0, 0, 3859, 0, 1, 2, 2506, 41, 5, 0, 6, 528, 6, 3499, 47, 0, 443, 1, 247, 4450, 980, 1, 2, 1674, 38, 9, 513, 19, 89, 617, 0, 3, 73, 32, 1837, 5, 0, 505, 223, 0, 2738, 1105, 7, 1200, 2289, 803, 1, 5, 0, 299, 2506, 484, 404, 818, 1105, 19, 5, 0, 679, 90, 803, 3, 0, 4, 0, 3, 139, 40, 0, 0, 961, 2506, 484, 559, 818, 1105, 19, 5, 0, 679, 3, 0, 4, 0, 1]",0,1.0
"[20, 38, 40, 0, 258, 1, 287, 3, 2, 452, 49, 823, 20, 17, 336, 184, 261, 4, 368, 9, 20, 95, 774, 3, 73, 707, 20, 64, 4805, 127, 530, 1, 20, 4604, 391, 4, 1438, 79, 8, 216, 8, 33, 95, 707, 1, 59, 27, 1387, 24, 57, 3, 11, 243, 27, 10, 735, 138, 143, 2, 1400, 1, 27, 26, 1940, 120, 783, 12, 42, 43, 125, 4, 4805, 412, 9, 5, 553, 6, 362, 1, 13, 10, 5, 1145, 3, 163, 22, 1113, 22, 319, 13, 68, 181, 2807, 16, 36, 4, 122, 2, 1362, 1, 11, 278, 36, 3883, 57, 101, 3, 7, 11, 158, 4, 122, 13, 237, 27, 243, 1, 33, 2, 244, 6, 12, 191, 42, 43, 125, 4, 5, 2001, 221, 1, 29, 2, 2001, 221, 10, 2472, 1334, 3, 92, 2, 943, 130, 42, 43, 125, 10, 467, 1, 55, 45, 10, 1169, 4, 203, 169, 72, 413, 3465, 1, 11, 151, 78, 46, 8, 37, 101, 58, 13, 10, 1, 11, 447, 39, 258, 437, 90, 4, 57, 45, 191, 72, 42, 26, 26, 2001, 24, 5, 381, 2001, 221, 3, 25, 507, 46, 8, 37, 31, 186, 3, 152, 50, 8, 8, 14, 190, 3, 301, 24, 57, 0, 1]",0,0.0
"[20, 38, 0, 3, 45, 6, 160, 0, 0, 0, 1297, 3775, 1, 2, 295, 4, 578, 53, 686, 41, 203, 129, 2, 0, 9, 40, 0, 2747, 3268, 1, 0, 3, 20, 8, 154, 2760, 1023, 4356, 4, 2, 0, 145, 20, 1, 758, 159, 1, 109, 66, 20, 2630, 50, 25, 0, 3, 2575, 0, 3, 3009, 16, 1440, 1, 25, 20, 0, 4, 964, 22, 2, 373, 0, 9, 79, 0, 1, 2, 295, 4, 0, 53, 6, 1065, 41, 44, 636, 3, 7, 13, 17, 79, 0, 1440, 4, 1450, 13, 52, 1, 29, 22, 20, 116, 61, 79, 0, 3, 20, 507, 46, 8, 37, 200, 29, 296, 5, 1184, 0, 4, 2, 67, 145, 20, 1, 20, 8, 154, 2760, 4, 1989, 51, 263, 3, 51, 0, 3, 137, 51, 2928, 1, 9, 2, 244, 3, 13, 210, 46, 8, 37, 553, 1, 20, 38, 5, 974, 3, 7, 20, 269, 0, 79, 2155, 1, 20, 507, 46, 8, 37, 331, 79, 4675, 91, 9, 2, 138, 6, 79, 1440, 1, 20, 269, 0, 53, 6, 1065, 1]",0,1.0
"[26, 131, 44, 0, 4740, 113, 1, 27, 162, 4, 391, 13, 52, 1, 27, 0, 86, 2, 891, 288, 1, 124, 27, 133, 0, 1, 300, 27, 133, 891, 1363, 1]",0,5.0
"[518, 162, 14, 158, 4, 304, 21, 2859, 5, 644, 1976, 1, 14, 26, 46, 8, 37, 297, 181, 564, 1261, 16, 2, 0, 3050, 1, 300, 14, 466, 40, 0, 45, 19, 13, 1, 14, 10, 127, 293, 1, 21, 840, 475, 65, 5, 0, 3050, 1]",0,5.0
"[423, 2, 0, 6, 3190, 8, 15, 209, 0, 0, 3, 584, 18, 5, 3131, 2235, 1, 9, 5, 106, 6, 3961, 0, 7, 0, 2528, 3, 45, 1015, 0, 143, 22, 5, 0, 6, 0, 1, 25, 2, 2235, 25, 17, 5, 0, 3131, 12, 41, 44, 121, 7, 0, 16, 0, 1, 102, 3, 13, 8, 15, 69, 16, 5, 70, 3136, 4, 886, 2, 0, 7, 590, 12, 41, 119, 30, 2235, 5, 4381, 1, 59, 5, 0, 98, 1717, 5, 0, 2235, 4, 5, 0, 1509, 3, 14, 41, 55, 577, 6, 2, 4656, 12, 0, 65, 1, 19, 2, 0, 6, 2, 2090, 0, 9, 21, 3559, 3, 14, 3424, 155, 18, 5, 2838, 2153, 4, 93, 2, 106, 7, 178, 70, 0, 4, 1117, 21, 2235, 19, 1, 592, 2, 138, 3, 14, 0, 5, 0, 2303, 6, 1926, 49, 200, 65, 1140, 2, 755, 1567, 6, 2, 2235, 1, 102, 3, 13, 8, 15, 79, 621, 4, 2709, 1, 25, 2, 2235, 25, 17, 437, 4, 5, 3542, 541, 20, 1]",0,1.0
"[0, 10, 0, 19, 36, 219, 914, 1, 27, 60, 1617, 362, 298, 88, 389, 36, 0, 1, 59, 27, 133, 18, 5, 191, 52, 3, 36, 0, 10, 137, 0, 1, 45, 3, 13, 10, 68, 2511, 12, 5, 852, 214, 36, 5, 0, 1, 0, 3, 27, 284, 4, 4113, 30, 480, 33, 511, 74, 0, 1]",1,8.0
